,timestamp_est,anonymous_id,language,question,detected_lang,cluster
3242,2020-03-24 13:03:05.775,2d395709-35a8-411e-be65-f97690ac6aa2,fr,What are the criteria to get tested,en,personal-testing
3243,2020-03-24 12:54:23.219,0c647237-ded9-4145-a579-af938f375296,fr,Tension,en,unclassified
3244,2020-03-24 12:53:53.839,cf0fdc47-5500-4560-9f6c-cc298d490f36,en,How does it manifest in the human system?,en,personal-whatif
3245,2020-03-24 12:53:53.846,cf0fdc47-5500-4560-9f6c-cc298d490f36,en,Can it be treated?,en,unclassified
3246,2020-03-24 15:05:10.42,a5ff8c5c-cbfb-4417-932e-95470fdf2519,en,How long is the mandated quarantine in Quebec currently scheduled for?,en,unclassified
3248,2020-03-24 12:17:03.725,355afc48-4323-47c5-99ea-c95e8250f703,en,How long does the incubation period last?,en,covid-incubation
3251,2020-03-24 14:42:10.431,a837242d-5494-4866-af19-00c6fc9f9643,fr,who are you ?,en,unclassified
3252,2020-03-24 13:10:59.858,ff3b2e32-f67f-494b-8d0f-d9ab02c82f74,en,What are the symptoms in kids?,en,covid-symptoms
3253,2020-03-24 15:05:10.406,a5ff8c5c-cbfb-4417-932e-95470fdf2519,en,Will at home testing kits be made available?,en,personal-testing
3254,2020-03-24 12:26:45.53,80870b38-ac14-46c2-ae9f-da5aed3c7dc4,en,What should I do when I come back home after going somewhere?,en,unclassified
3258,2020-03-24 14:42:10.419,a837242d-5494-4866-af19-00c6fc9f9643,fr,why ?,en,unclassified
3259,2020-03-24 14:25:34.217,07ea9f3d-3ffe-49d9-9999-5e5e4986bb73,en,What COVID-19 symptoms require that I seek medical help ?,en,covid-med
3260,2020-03-24 15:47:22.924,81f5609e-8dfc-4398-94cc-501c97e18780,en,How do I know if I have covid-19?,en,personal-symptoms
3262,2020-03-24 12:20:57.047,40deeddd-7a0f-4b18-9fbc-bb5e9e494e99,en,How long does it take to get your test results,en,personal-testing
3264,2020-03-24 14:28:22.195,df4f140e-f2bb-4385-a743-172a55cd5ac2,fr,who is most at danger?,en,unclassified
3268,2020-03-24 16:32:35.236,08d8208b-f36a-4848-abc7-f54269d09cbe,en,how bad is your fever?,en,unclassified
3277,2020-03-24 14:15:20.862,17c35adc-7d5d-49f6-91a6-d91d9b064430,en,Is chloroquine effective in treating covid19?,en,unclassified
3278,2020-03-24 12:27:17.385,5d36dc7f-1edd-4b6a-8ea7-5d65609badaf,en,"If I get sick, but it seems like a cold, how long do I have to wait after feeling better to see other people?",en,personal-symptoms
3279,2020-03-24 17:40:31.331,44b232e4-df4e-41c0-ad97-98c747528a69,en,How to see a doctor if I have symptoms,en,personal-symptoms
3282,2020-03-24 16:36:09.634,39829424-9032-4ec9-8a39-51e972b29e4a,en,"Transmission of covid 19 human to human is 100% confirmed , what about , human to pets? ",en,covid-transmission
3289,2020-03-24 12:08:22.129,95d81462-2b73-4cad-98b2-d3aa11e68f5b,en,"I had a slight fever a 2 days ago, but I got better. Could it have been Coronavirus, and that I developed the antibodies to fight the virus?",en,unclassified
3290,2020-03-24 16:52:56.854,077eb35b-6984-46b5-87c6-44e1999c3d71,en,Should I get tested?,en,personal-testing
3292,2020-03-24 12:32:52.96,07feaf0a-0a6c-48f9-b517-3671acaf7e39,en,Is there any long term health sequels left by COVID19?,en,unclassified
3297,2020-03-24 13:30:55.571,fdc64315-f66d-4923-94c8-777981fd83e0,en,Has China used this to fight against the world,en,unclassified
3298,2020-03-24 12:26:45.404,80870b38-ac14-46c2-ae9f-da5aed3c7dc4,en,How can I protect myself if I need to go to the market?,en,personal-caution
3299,2020-03-24 14:26:14.017,df4f140e-f2bb-4385-a743-172a55cd5ac2,fr,what's the current state of covid?,en,covid-what
3303,2020-03-24 13:03:05.776,2d395709-35a8-411e-be65-f97690ac6aa2,fr,where to go to get tested,en,personal-testing
3306,2020-03-24 15:47:22.932,81f5609e-8dfc-4398-94cc-501c97e18780,en,Can the virus travel through air or does there need to be physical contact?,en,covid-transmission
3310,2020-03-24 15:56:37.139,4dc46622-0e04-4c1e-95a0-f5a042f9c4cb,en,How can I not get?,en,unclassified
3315,2020-03-24 12:52:41.225,49638a14-3985-42f9-bbf5-9f7e6fed4f71,en,where can I get tested?,en,personal-testing
3320,2020-03-24 12:52:41.194,49638a14-3985-42f9-bbf5-9f7e6fed4f71,en,how do I buy groceries if I am in self quarintine?,en,personal-whatif
3323,2020-03-24 12:17:03.719,355afc48-4323-47c5-99ea-c95e8250f703,en,How do you know if you are sick?,en,personal-whatif
3324,2020-03-24 12:42:53.273,42bf3488-b25d-4ce8-9efd-6b875d5f98f5,en,Where is the closest testing site?,en,situation-lockdown
3328,2020-03-24 13:47:20.439,c3aa9c64-aeed-45c0-a0a2-0441afec9559,en,what symptoms you have,en,covid-symptoms
3330,2020-03-24 12:20:57.045,40deeddd-7a0f-4b18-9fbc-bb5e9e494e99,en,What is the wait time at the covid19 testing clinics,en,personal-testing
3333,2020-03-24 15:33:51.764,b65b09d5-01fc-49da-9c10-e9efc308e651,en,How likely will I get reinfected?,en,covid-infection
3334,2020-03-24 12:20:57.047,40deeddd-7a0f-4b18-9fbc-bb5e9e494e99,en,What are you doing to plan for a surge in covid19 cases?,en,situation-stats
3340,2020-03-24 13:35:31.199,1730afc3-af17-4f9b-8d6d-8a50d4efea2d,en,Is COVID-19 same as China flu?,en,unclassified
3344,2020-03-24 12:48:29.798,8d31effe-6ef1-40b7-beaa-b11741cc25d9,en,"i have a fever, what should i do?",en,personal-symptoms
3348,2020-03-24 14:11:32.748,88d392b4-9048-410e-8d29-4ad1d787d86d,en,What are the symptoms? ,en,covid-symptoms
3349,2020-03-24 12:08:21.991,95d81462-2b73-4cad-98b2-d3aa11e68f5b,en,Is there a self-test to determine the possibility at an earlier stage?,en,personal-testing
3351,2020-03-24 12:39:13.208,d8e66a95-ce79-43ae-8d26-32051bd6cf43,en,"I am having trouble breathing, should I go to the hospital?",en,situation-lockdown
3354,2020-03-24 13:11:06.854,4798f486-3ff8-4a6c-96ba-1eb8c772f394,en,How can I help?,en,unclassified
3356,2020-03-24 16:10:17.08,5fa14cad-7e06-461b-a85d-caa081859c0a,en,I'm concern about being exposed ,en,unclassified
3357,2020-03-24 13:10:59.876,ff3b2e32-f67f-494b-8d0f-d9ab02c82f74,en,What medicAtion can I take for the symptoms? And what can I give to my kids?,en,covid-med
3361,2020-03-24 12:26:45.648,80870b38-ac14-46c2-ae9f-da5aed3c7dc4,en,How to properly clean my clothes and shoes?,en,unclassified
3366,2020-03-24 14:54:09.926,98a76d0e-bdee-451d-8764-e310369c4144,en,Symptomms,en,covid-symptoms
3367,2020-03-24 14:34:11.207,c3af4e89-b037-4168-8c22-26322ec38597,en,"I have a sore throat, what other symptoms should I be waiting for before getting tested?",en,personal-symptoms
3369,2020-03-24 14:34:11.206,c3af4e89-b037-4168-8c22-26322ec38597,en,What are the early symptoms?,en,covid-symptoms
3372,2020-03-24 12:48:29.786,8d31effe-6ef1-40b7-beaa-b11741cc25d9,en,how can i get tested?,en,personal-testing
3375,2020-03-24 12:48:29.782,8d31effe-6ef1-40b7-beaa-b11741cc25d9,en,"i have symptoms, should i go to the hospital?",en,personal-symptoms
3377,2020-03-24 12:48:29.798,8d31effe-6ef1-40b7-beaa-b11741cc25d9,en,"i have a cough, what should i do?",en,personal-symptoms
3380,2020-03-24 12:56:53.621,47f8681b-cb45-4e1a-ba83-876ccc6ae1a9,en,"Is it true that in fine, we will all get infected at some point with this novel strand of the coronavirus?",en,covid-infection
3389,2020-03-24 12:53:53.83,cf0fdc47-5500-4560-9f6c-cc298d490f36,en,what is covid-19,en,covid-what
3390,2020-03-24 12:48:29.765,8d31effe-6ef1-40b7-beaa-b11741cc25d9,en,what is covid-19?,en,covid-what
3393,2020-03-24 16:36:09.604,39829424-9032-4ec9-8a39-51e972b29e4a,en,"Ppl are still going out to walk out dogs and get some groceries, what is transmission situation when in grocery store, gas pump, ?, avoiding using cash can help ?",en,covid-animals
3395,2020-03-24 18:59:45.168,70028b59-e66d-45c4-a171-6137583673d5,en,Where can I get test?,en,personal-testing
3396,2020-03-24 17:40:31.342,44b232e4-df4e-41c0-ad97-98c747528a69,en,Difference between the flu and the virus?,en,personal-whatif
3397,2020-03-24 21:54:19.62,10e0a2fd-f468-46b6-9fb5-4489899be14d,en,what if just have a mild sore throat ?,en,personal-whatif
3399,2020-03-24 18:59:45.169,70028b59-e66d-45c4-a171-6137583673d5,en,Can I get tested if I don’t have any symptoms?,en,personal-whatif
3400,2020-03-24 20:09:43.55,4189de99-6a8e-4b23-972f-c0fc9c5a9d4e,en,"If I feel stressed, can I start feeling symptoms without having coronavirus?",en,personal-whatif
3403,2020-03-24 23:13:49.487,507d9771-0b39-4963-8412-f62c293706a0,en,"I feel anxious to get covid19, what can help to manage my stress? ",en,unclassified
3404,2020-03-24 20:41:42.652,193aee3c-8189-4551-8bb8-e6c10b9db0e8,fr,What are the symptoms of COVID19?,en,covid-symptoms
3408,2020-03-24 19:36:18.742,34c13cfa-9f24-4fbe-9eb2-208cb6963280,en,How do we know the worst is over?,en,unclassified
3415,2020-03-24 21:49:15.068,af27fbe8-c4b2-4e38-817f-b2beb03da43c,en,Where r u?,en,unclassified
3416,2020-03-24 18:32:27.131,1b5fff96-1eb7-437a-a867-3e18cd831696,es,What is coronavirus?,en,covid-what
3418,2020-03-24 21:37:29.533,1f9095da-5925-4112-85c6-a81813bb7ff2,en,What do I do if I have a cough,en,personal-symptoms
3420,2020-03-25 01:59:59.97,d1b3510c-223e-4aab-9127-1acb726eb181,en,I had temperatute peaks of exactly 38 for 2 days and then stopped. Could it be Covid-19?,en,unclassified
3423,2020-03-24 17:40:31.318,44b232e4-df4e-41c0-ad97-98c747528a69,en,How can I get a covid 19 test,en,personal-testing
3425,2020-03-24 22:52:35.644,90e910cc-27ab-43c2-aa0c-1b34ae00892b,en,What are the symptoms?,en,covid-symptoms
3427,2020-03-24 19:36:18.689,34c13cfa-9f24-4fbe-9eb2-208cb6963280,en,How long goes the virus stay in the air after someone coughs?,en,covid-life
3428,2020-03-24 19:34:04.389,dfba748e-0855-43e2-a66a-2468c69b2208,en,How many cases are there in Canada,en,situation-stats
3429,2020-03-24 18:15:17.673,f8f72978-137d-458f-9abc-27a71e468fe8,en,Is it true that soap and water are better than hand sanitizer?,en,unclassified
3431,2020-03-24 21:37:29.519,1f9095da-5925-4112-85c6-a81813bb7ff2,en,Do I have covid 19,en,personal-symptoms
3436,2020-03-24 18:15:17.689,f8f72978-137d-458f-9abc-27a71e468fe8,en,How can I know if any of the financial packages released by the government apply to me?,en,personal-whatif
3437,2020-03-24 21:37:29.538,1f9095da-5925-4112-85c6-a81813bb7ff2,en,What do I do if I have a fever?,en,personal-symptoms
3439,2020-03-24 17:22:17.912,7bfdf5f9-dfe2-4b9d-b114-f7a8c21f9ac1,en,What are the symptoms of Corona Virus ,en,covid-symptoms
3441,2020-03-24 20:55:29.188,a399dbd7-2661-46d2-8dd1-d16a60c19aa5,en,What's the incubation period of the COVID-19 virus?,en,covid-incubation
3445,2020-03-24 21:16:32.229,5334f5f3-55cf-4522-8578-4a55703b549c,en,I am regularly travelling by bus,en,unclassified
3446,2020-03-24 22:40:33.204,c12a82c8-0750-480b-887c-da8ec40ab6b7,en,"I’m coughing, what is the chance I have corpnavirus?",en,personal-symptoms
3448,2020-03-25 01:05:40.3,2f32580b-bb87-4931-9b45-9e1ed5fb2b40,en,Why do I need to wash my hands?,en,unclassified
3450,2020-03-24 23:17:27.902,4ca4623e-dccb-461e-8814-6b1f7120a221,en,How do i wash my hands properly? ,en,unclassified
3455,2020-03-24 17:40:31.302,44b232e4-df4e-41c0-ad97-98c747528a69,en,What are symptoms?,en,covid-symptoms
3456,2020-03-24 19:11:05.255,2038481c-dc9a-4e3b-b119-5e94b545dd97,en,What symptoms should prompt me to get checked?,en,covid-symptoms
3457,2020-03-24 18:59:45.17,70028b59-e66d-45c4-a171-6137583673d5,en,Is it safe to do groceries in a store?,en,unclassified
3459,2020-03-24 18:25:13.816,1ac09374-ebe5-4ca7-823f-2458624d3550,en,Is the virus lethal,en,unclassified
3463,2020-03-24 21:02:29.914,f059bace-6970-46b9-9415-43b99359db94,en,Should I call 911?,en,unclassified
3465,2020-03-25 01:51:12.268,be5bd1cf-2b87-49fd-b61b-5d35dcc99398,en,Can I start seeing close family after a 14 day confinement?,en,situation-lockdown
3467,2020-03-24 18:25:13.848,1ac09374-ebe5-4ca7-823f-2458624d3550,en,Are you a reliable source of information?,en,unclassified
3469,2020-03-24 19:46:17.316,af8c00e3-a219-4233-8928-8532dec2e64a,en,How many person are infectés in the world,en,unclassified
3470,2020-03-25 01:05:40.29,2f32580b-bb87-4931-9b45-9e1ed5fb2b40,en,When will we know the pandemic has stopped?,en,unclassified
3471,2020-03-24 22:47:49.817,cfb25c5d-0448-4c13-9fd2-54b8c2547a31,en,When will I work,en,unclassified
3475,2020-03-24 19:36:18.741,34c13cfa-9f24-4fbe-9eb2-208cb6963280,en,What do I do when people are not respecting my space when lining up at the grocery store?,en,unclassified
3477,2020-03-24 20:57:47.637,80ac280d-40c2-4707-a310-1a5ed04beebf,en,Is there a correlation between exposure time and the severity of a covid-19 infection?,en,covid-infection
3478,2020-03-24 20:09:43.531,4189de99-6a8e-4b23-972f-c0fc9c5a9d4e,en,"I feel like a small ball in my throat, is this a symptom?",en,covid-symptoms
3480,2020-03-24 23:13:49.413,507d9771-0b39-4963-8412-f62c293706a0,en,What are the symptoms?,en,covid-symptoms
3485,2020-03-24 18:32:27.127,1b5fff96-1eb7-437a-a867-3e18cd831696,es,What si coronavirus?,en,covid-what
3486,2020-03-24 20:09:43.52,4189de99-6a8e-4b23-972f-c0fc9c5a9d4e,en,"My throat is hurting, is this a symptom of coronavirus?",en,covid-symptoms
3489,2020-03-24 20:41:55.179,548a58e6-9c9f-423b-83e3-81018aab7014,en,What are the symptoms ,en,covid-symptoms
3493,2020-03-24 21:21:37.901,a9bc2d9e-dd11-4632-a6b8-e9e60035c36c,en,Are a loss of taste and smell symptoms of COVID-19?,en,covid-symptoms
3494,2020-03-24 18:59:45.164,70028b59-e66d-45c4-a171-6137583673d5,en,how far should I stay from other people?,en,unclassified
3499,2020-03-24 22:09:54.74,d96664e1-da7c-402c-a302-e805bae361a3,en,My friend has a weakness and vomiting problem along with sore throat and runny nose.,en,unclassified
3502,2020-03-24 18:15:17.702,f8f72978-137d-458f-9abc-27a71e468fe8,en,How can you distinguish between a flu and COVID-19?,en,covid-versus
3505,2020-03-24 19:46:30.991,fe76366a-8d6f-4e2f-a0e8-6eee9f01e755,en,What are the symptom?,en,covid-symptoms
3506,2020-03-24 18:59:45.17,70028b59-e66d-45c4-a171-6137583673d5,en,Do I need to disinfect food?,en,unclassified
3509,2020-03-24 20:34:58.528,3d779223-9361-4968-920a-b0d01b91eb6d,en,If you get it once will you not get it once again,en,personal-whatif
3514,2020-03-24 21:19:31.953,c9053bbd-ddad-4860-8bd7-a81e9819cd5b,en,What are COVID symptoms at early stage?,en,covid-symptoms
3515,2020-03-24 19:36:18.731,34c13cfa-9f24-4fbe-9eb2-208cb6963280,en,How long does the virus stay on surface?,en,covid-life
3524,2020-03-24 18:17:31.881,a6985051-04d5-44da-9cac-01ed51486cd8,en,What is COVID-19?,en,covid-what
3526,2020-03-24 19:36:18.729,34c13cfa-9f24-4fbe-9eb2-208cb6963280,en,How should I be cleaning the items from the grocery store when I get home? Should I wash everything before putting them away?,en,unclassified
3527,2020-03-24 18:59:45.168,70028b59-e66d-45c4-a171-6137583673d5,en,How can I get tested?,en,personal-testing
3531,2020-03-24 20:09:43.54,4189de99-6a8e-4b23-972f-c0fc9c5a9d4e,en,Can I drink alcohol if I have coronavirus?,en,personal-symptoms
3534,2020-03-24 21:46:24.644,4a82fd9d-5637-418c-bb43-31351b26c171,en,Do I have Covid19,en,personal-symptoms
3536,2020-03-24 23:13:49.52,507d9771-0b39-4963-8412-f62c293706a0,en,Is it safe to go for a walk outside?,en,unclassified
3537,2020-03-24 21:02:29.912,f059bace-6970-46b9-9415-43b99359db94,en,What are the symptoms?,en,covid-symptoms
3539,2020-03-24 20:57:47.638,80ac280d-40c2-4707-a310-1a5ed04beebf,en,What is the youngest age of a healthy person contracting the coronavirus?,en,covid-transmission
3543,2020-03-24 19:11:05.254,2038481c-dc9a-4e3b-b119-5e94b545dd97,en,Should i get checked if i have been out of the country?,en,personal-symptoms
3545,2020-03-24 22:47:57.33,04b3a9e3-6a2e-4e2b-9bf4-1f4eaeb7a7be,en,What are the symptoms ,en,covid-symptoms
3546,2020-03-24 20:09:43.512,4189de99-6a8e-4b23-972f-c0fc9c5a9d4e,en,"I feel dizzy, is this a symptom of coronavirus?",en,covid-symptoms
3558,2020-03-24 17:40:31.311,44b232e4-df4e-41c0-ad97-98c747528a69,en,"I'm coughing, what should I do?",en,unclassified
3561,2020-03-24 19:58:04.115,8fa45707-e783-4e2c-8da4-1b773940a190,en,what is the most effective way to protect your self from this virus ?,en,personal-caution
3563,2020-03-24 18:15:17.725,f8f72978-137d-458f-9abc-27a71e468fe8,en,Is it true that you should not take ibuprofen?,en,unclassified
3565,2020-03-24 21:13:38.765,56a18124-9bc9-4bac-926f-d9243ad58b88,en,"While my mom stays home, can she take the elevator and go put the trash in the communal basement?",en,unclassified
3567,2020-03-24 21:46:24.712,4a82fd9d-5637-418c-bb43-31351b26c171,en,How many are infected in Brossard?,en,covid-infection
3568,2020-03-24 21:13:38.768,56a18124-9bc9-4bac-926f-d9243ad58b88,en,When will we start school again?,en,unclassified
3570,2020-03-24 22:09:54.769,d96664e1-da7c-402c-a302-e805bae361a3,en,Is she have a chance of having COVID19 ??,en,unclassified
3571,2020-03-24 17:22:17.94,7bfdf5f9-dfe2-4b9d-b114-f7a8c21f9ac1,en,where can I go for a test in Montreal,en,situation-lockdown
3574,2020-03-24 21:19:31.945,c9053bbd-ddad-4860-8bd7-a81e9819cd5b,en,How does COVID affect healthy people?,en,unclassified
3575,2020-03-24 23:17:27.856,4ca4623e-dccb-461e-8814-6b1f7120a221,en,How do i keep my family safe ,en,personal-caution
3578,2020-03-24 23:17:27.831,4ca4623e-dccb-461e-8814-6b1f7120a221,en,Am I safe from the coronavirus at 50 years old? ,en,unclassified
3580,2020-03-24 19:34:15.198,1ac74199-1233-4202-b856-d81a58382f4f,en,how many people are infected in Australia currently?,en,situation-stats
3581,2020-03-24 23:17:27.875,4ca4623e-dccb-461e-8814-6b1f7120a221,en,What if I have a cough and no fever? ,en,personal-symptoms
3590,2020-03-24 22:09:37.136,aca19a32-55aa-4df3-a6f6-10c4d9c21b10,en,Is it airborne?,en,covid-transmission
3593,2020-03-24 18:15:17.724,f8f72978-137d-458f-9abc-27a71e468fe8,en,When can I expect this situation to end?,en,unclassified
3594,2020-03-24 20:09:43.505,4189de99-6a8e-4b23-972f-c0fc9c5a9d4e,en,What are de symptoms of coronavirus?,en,covid-symptoms
3595,2020-03-24 17:22:17.983,7bfdf5f9-dfe2-4b9d-b114-f7a8c21f9ac1,en,How long will it take to get results,en,unclassified
3599,2020-03-24 20:49:30.016,be4e62dd-88ca-4ecf-90ec-e8d9b1fd5548,en,Do I have to clean my groceries,en,personal-symptoms
3600,2020-03-24 20:49:30.043,be4e62dd-88ca-4ecf-90ec-e8d9b1fd5548,en,can I go visit my family,en,unclassified
3603,2020-03-24 23:13:49.53,507d9771-0b39-4963-8412-f62c293706a0,en,Where can I get tested,en,personal-testing
3610,2020-03-24 21:02:07.597,8c32d6e5-e392-45b2-9773-585081aacd5c,en,How do I safely go grocery shopping without bring back germs? ,en,unclassified
3612,2020-03-24 21:46:24.686,4a82fd9d-5637-418c-bb43-31351b26c171,en,When should I end self isolation,en,personal-isolation
3614,2020-03-24 17:22:17.992,7bfdf5f9-dfe2-4b9d-b114-f7a8c21f9ac1,en,How fast does the virus spread,en,covid-transmission
3615,2020-03-24 23:13:49.459,507d9771-0b39-4963-8412-f62c293706a0,en,When should I go to the hospital?,en,situation-lockdown
3619,2020-03-24 21:13:38.641,56a18124-9bc9-4bac-926f-d9243ad58b88,en,My mom came back from a trip on the 20th of March. Until when is she supposed to stay home?,en,unclassified
3620,2020-03-25 01:51:12.287,be5bd1cf-2b87-49fd-b61b-5d35dcc99398,en,Are there any anticipated long term effects post-infection?,en,covid-infection
3623,2020-03-25 09:24:54.506,ab706328-86ad-4aff-9805-4c82ca7194a4,en,how do i know if I have covid19 or not? ,en,personal-symptoms
