,timestamp_est,anonymous_id,language,question,detected_lang,text,statistics,open,airborne,caution,viruslife,viruskill,virusfight,treatment,incubation,nextsteps,hospital,lockdown,infection,test,isolation,dangerisk,transmission,symptom,about,future,past,total,cluster
2626,2020-03-23T23:20:15.43Z,498605fa-f769-4d72-b6ef-2025c2db00f0,en,is the liquor store open?,en,is the liquor store open,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,open
2627,2020-03-24T00:58:07.307Z,71e58510-1f0d-40a9-8d57-be1084cf398f,es,What are the covid simptons?,en,What are the covid simptons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
2628,2020-03-24T00:16:32.226Z,04d8887f-99ab-4148-a615-cfc89f9917e0,en,What's a waiting time to get covid-19 results?,en,What s a waiting time to get covid 19 results,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,about
2633,2020-03-23T20:26:02.574Z,4542b17d-3b2c-46b1-883c-56ba0f7dbe28,en,How can I tell if my lungs are not functioning well?,en,How can I tell if my lungs are not functioning well,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2636,2020-03-24T00:20:19.139Z,b1f00bff-041b-4f33-a9eb-aaccf2638466,en,Symptoms,en,Symptoms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
2637,2020-03-24T00:08:23.391Z,6f1c48ac-9b78-48c2-a5ec-0726be130d85,en,how long does COVID-19 virus lasts in the body?,en,how long does COVID 19 virus lasts in the body,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,future
2639,2020-03-23T21:19:06.255Z,04206a01-8adc-4a93-97b6-5a0571249c90,en,Will humanity survive covid 19?,en,Will humanity survive covid 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2651,2020-03-23T22:31:49.078Z,543dc964-0ddd-4ff9-94bf-423b077981e0,en,"Once you get the virus and recover from it, are you still contagious for others ? Are you immune to it?",en,Once you get the virus and recover from it are you still contagious for others Are you immune to it,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2652,2020-03-23T18:41:12.826Z,a0abd62a-d530-4d21-bed6-281fc8c1710b,en,Is the test covered in in CIHIP?,en,Is the test covered in in CIHIP,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,test
2654,2020-03-23T20:23:47.855Z,5af1b8a0-ab45-4500-98be-16267b9dd9cd,en,What are the risks for people with diabetes? ,en,What are the risks for people with diabetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,dangerisk
2656,2020-03-23T21:28:34.604Z,af5a57b6-4ee8-4ef3-a8cb-5c50fc5dcf1d,en,Chlono,en,Chlono,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2663,2020-03-23T20:23:47.75Z,5af1b8a0-ab45-4500-98be-16267b9dd9cd,en,How long are you contagious if you have Coronavirus?,en,How long are you contagious if you have Coronavirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2666,2020-03-23T22:31:49.042Z,543dc964-0ddd-4ff9-94bf-423b077981e0,en,I worry for my mental health during quarantine,en,I worry for my mental health during quarantine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2668,2020-03-23T20:21:23.836Z,8367cf83-39f0-4e75-be06-c50ae0a04f82,en,How am I supposed to work while I have two young children at home?,en,How am I supposed to work while I have two young children at home,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,nextsteps
2670,2020-03-24T01:11:14.865Z,293ecd38-ee35-49c4-aace-267971b6b14e,en,how much does corona virus stay on each kind of surfaces?,en,how much does corona virus stay on each kind of surfaces,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,viruslife
2672,2020-03-23T22:31:49.033Z,543dc964-0ddd-4ff9-94bf-423b077981e0,en,How do I take my temperature,en,How do I take my temperature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2673,2020-03-23T19:31:01.431Z,cb5dabf4-8e13-41b1-b08d-0581796807f5,en,How do I know if I have the covid-19,en,How do I know if I have the covid 19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,nextsteps
2676,2020-03-23T17:10:13.088Z,5c01f579-fa60-459f-8f7e-2ea8f0aa2833,en,"What measures can I take, if someone I know is effected with the virus",en,What measures can I take if someone I know is effected with the virus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2678,2020-03-24T00:24:36.462Z,88c77c4a-9baa-466b-bc57-34b0f0a6c83f,en,What are the symptoms of covid-19?,en,What are the symptoms of covid 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
2682,2020-03-23T17:19:33.459Z,95b3bca1-4e02-49bf-8eda-e7e65c6282e3,fr,Does Wearing gloves help?,en,Does Wearing gloves help,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2686,2020-03-24T00:23:49.934Z,9b6d2334-2505-4e7c-b167-7a7e5fdf4180,en,Lack of smell?,en,Lack of smell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2691,2020-03-23T18:41:12.821Z,a0abd62a-d530-4d21-bed6-281fc8c1710b,en,"I am having sore throat, cold, cough, temperature is not stable continuously increases and decreases. So Do I need to go for a test?",en,I am having sore throat cold cough temperature is not stable continuously increases and decreases So Do I need to go for a test,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,test
2692,2020-03-23T17:30:17.623Z,42d34ce8-637f-4d73-94b5-88574e910b39,en,Do i have a covid or is it just a cold?,en,Do i have a covid or is it just a cold,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,nextsteps
2694,2020-03-23T18:28:09.18Z,001b7e0a-87c0-4f07-a51e-974ab0fc8757,en,"Why does the government think that we don't need to wear face masks when clearly citizens from countries that are able to contain the virus are all wearing face masks, regardless if they are sick or not",en,Why does the government think that we don t need to wear face masks when clearly citizens from countries that are able to contain the virus are all wearing face masks regardless if they are sick or not,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2695,2020-03-23T22:52:35.33Z,ea0c35cd-949f-4cd9-a1bf-6db97c776cc0,en,Will the groceries shut down?,en,Will the groceries shut down,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2698,2020-03-24T00:16:32.244Z,04d8887f-99ab-4148-a615-cfc89f9917e0,en,How I can isolate infected\quarantined family member at home where kids and other family members share common space?,en,How I can isolate infected quarantined family member at home where kids and other family members share common space,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,isolation
2704,2020-03-23T20:51:30.167Z,b8b47cef-6d66-4f35-839d-db418d477e49,en,When will we be back to work?,en,When will we be back to work,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2705,2020-03-24T00:16:32.216Z,04d8887f-99ab-4148-a615-cfc89f9917e0,en,Does covid-19 test anonymous?,en,Does covid 19 test anonymous,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,test
2707,2020-03-23T20:22:49.162Z,7dec897c-85c1-48c7-8b6d-1cc9512fe9e2,en,"If you contract COVID-19, how do you treat yourself at home?",en,If you contract COVID 19 how do you treat yourself at home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,transmission
2710,2020-03-23T18:27:39.386Z,1d8da525-46d8-4536-9c64-e31dda99df00,en,Where is the closest testing facility to me?,en,Where is the closest testing facility to me,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,test
2711,2020-03-24T00:16:32.22Z,04d8887f-99ab-4148-a615-cfc89f9917e0,en,Does my neighbour have covid-19 symptoms?,en,Does my neighbour have covid 19 symptoms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
2714,2020-03-23T23:20:15.424Z,498605fa-f769-4d72-b6ef-2025c2db00f0,en,"i am coughing, what should i do?",en,i am coughing what should i do,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2720,2020-03-24T00:23:49.924Z,9b6d2334-2505-4e7c-b167-7a7e5fdf4180,en,What is covid?,en,What is covid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,about
2722,2020-03-23T19:58:42.761Z,ea3de551-6dff-488c-83b8-3d096d85f95e,en,which is the most affect province in Canada,en,which is the most affect province in Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2725,2020-03-23T22:14:02.984Z,c11e50a8-99fa-4087-8865-d99594594b0d,en,Symptoms of Covid ,en,Symptoms of Covid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
2726,2020-03-23T19:58:42.776Z,ea3de551-6dff-488c-83b8-3d096d85f95e,en,where can I help?,en,where can I help,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2728,2020-03-23T20:22:49.156Z,7dec897c-85c1-48c7-8b6d-1cc9512fe9e2,en,How long after testing do you receive your COVID-19 results? ,en,How long after testing do you receive your COVID 19 results,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,test
2736,2020-03-23T19:56:48.2Z,a6aea3ee-fdf1-45cb-9aa5-ecbb6f91bd42,en,Can I die from Covid-19?,en,Can I die from Covid 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2741,2020-03-23T22:31:21.903Z,74791eb5-0f37-46f7-80a4-82f686c14c7c,en,How long does it take to recover?,en,How long does it take to recover,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2742,2020-03-24T00:22:18.955Z,32c77c9b-529f-44cd-93ff-0d459526059e,en,I have a headache for the past 3 days should I be tested ? ,en,I have a headache for the past 3 days should I be tested,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,test
2752,2020-03-23T22:47:17.257Z,b51b969a-3042-4be2-8925-48044f20cf1b,en,Is ordering food from a restaurant discouraged?,en,Is ordering food from a restaurant discouraged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2753,2020-03-23T22:24:13.992Z,0f5d885e-1026-41c4-a355-abe7b3afaacf,en,COVID-19 ,en,COVID 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2754,2020-03-23T19:50:42.505Z,b85d6888-d584-466b-b574-663aa411d2c2,en,I have a sore throat. Is that a sign of Covid19?,en,I have a sore throat Is that a sign of Covid19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,nextsteps
2755,2020-03-23T20:21:23.84Z,8367cf83-39f0-4e75-be06-c50ae0a04f82,en,When will this will get back to normal?,en,When will this will get back to normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2762,2020-03-24T00:16:32.236Z,04d8887f-99ab-4148-a615-cfc89f9917e0,en,What are covid-19 test centres location in Montreal?,en,What are covid 19 test centres location in Montreal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,test
2763,2020-03-23T21:19:06.249Z,04206a01-8adc-4a93-97b6-5a0571249c90,en,Will covid 19 make me smarter? ,en,Will covid 19 make me smarter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2765,2020-03-23T18:58:36.963Z,34d8d079-e65a-423a-b652-e77b6f8df739,en,What are the symptoms of COVID-19?,en,What are the symptoms of COVID 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
2768,2020-03-23T17:35:44.778Z,ef29e376-fd79-43ae-8f66-66de0789dd65,en,can i walk on the street during outbreak?,en,can i walk on the street during outbreak,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,lockdown
2778,2020-03-23T19:56:48.216Z,a6aea3ee-fdf1-45cb-9aa5-ecbb6f91bd42,en,What is the average age of people who died because of covid-19?,en,What is the average age of people who died because of covid 19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,about
2779,2020-03-23T22:54:39.162Z,f3181164-00d3-4c9d-97a3-9bb814bd37ef,en,Should I wear a mask?,en,Should I wear a mask,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2782,2020-03-23T19:31:01.871Z,cb5dabf4-8e13-41b1-b08d-0581796807f5,en,What is cocos-19,en,What is cocos 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2789,2020-03-23T20:42:30.551Z,0847cc98-9090-43f9-a4d5-ffcb3b5ba240,en,How can i cure covid-19?,en,How can i cure covid 19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,treatment
2796,2020-03-23T20:42:34.713Z,3c273d74-93e5-4dd7-ae5d-6964d3767728,en,How long before the symptoms to coronavirus appear?,en,How long before the symptoms to coronavirus appear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
2797,2020-03-23T20:22:49.151Z,7dec897c-85c1-48c7-8b6d-1cc9512fe9e2,en,How long before symptoms start to show? ,en,How long before symptoms start to show,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
2798,2020-03-23T18:27:39.363Z,1d8da525-46d8-4536-9c64-e31dda99df00,en,What do I do if I have symptoms?,en,What do I do if I have symptoms,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,symptom
2803,2020-03-23T23:39:02.025Z,9fc506e4-92d2-47a6-947c-d705a8b2607b,en,How dangerous is the COV-19?,en,How dangerous is the COV 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,dangerisk
2807,2020-03-24T00:26:25.046Z,68213a11-eb9d-4bec-b4c3-73152f63d652,en,"should I call to find out more, it’s the coughing and difficulty breathing and fatigue that worries me",en,should I call to find out more it s the coughing and difficulty breathing and fatigue that worries me,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2809,2020-03-23T20:21:23.826Z,8367cf83-39f0-4e75-be06-c50ae0a04f82,en,Do I need to wash my vegetables and fruits?,en,Do I need to wash my vegetables and fruits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2817,2020-03-23T17:27:35.466Z,9d9a6c0f-5138-4d85-8b41-7f9239c14bb4,es,Do the virus stay in air?,en,Do the virus stay in air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2824,2020-03-23T20:26:02.575Z,4542b17d-3b2c-46b1-883c-56ba0f7dbe28,en,How do I know if my cough is serious?,en,How do I know if my cough is serious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2825,2020-03-24T00:28:25.142Z,32634802-b50b-46c9-bbc1-9d4765c970a5,en,Is it safe to go shop for food,en,Is it safe to go shop for food,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,caution
2828,2020-03-24T00:24:36.463Z,88c77c4a-9baa-466b-bc57-34b0f0a6c83f,en,What’s the incubation period? ,en,What s the incubation period,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,incubation
2830,2020-03-23T22:31:21.91Z,74791eb5-0f37-46f7-80a4-82f686c14c7c,en,Can I go out after recovery even if I am still in quarantine time?,en,Can I go out after recovery even if I am still in quarantine time,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,lockdown
2833,2020-03-23T19:58:42.785Z,ea3de551-6dff-488c-83b8-3d096d85f95e,en,what is this rainbow thing that people are talking about,en,what is this rainbow thing that people are talking about,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2840,2020-03-23T20:23:47.853Z,5af1b8a0-ab45-4500-98be-16267b9dd9cd,en,What should I do if I have Coronavirus symptoms?,en,What should I do if I have Coronavirus symptoms,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3,about
2845,2020-03-23T22:31:49.057Z,543dc964-0ddd-4ff9-94bf-423b077981e0,en,Can you get the virus twice ? ,en,Can you get the virus twice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2846,2020-03-23T17:08:10.003Z,fcd76fea-c587-4a27-acc0-d319cc56c02c,en,How do I know if I have it ,en,How do I know if I have it,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,nextsteps
2855,2020-03-23T21:19:06.318Z,04206a01-8adc-4a93-97b6-5a0571249c90,en,What colour is covid 19?,en,What colour is covid 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2856,2020-03-23T22:31:21.905Z,74791eb5-0f37-46f7-80a4-82f686c14c7c,en,Is it possible to be infected again?,en,Is it possible to be infected again,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,infection
2859,2020-03-24T09:26:06.649Z,144afc2d-ed73-4ba7-a9a9-f571a051aea4,en,What are the symptoms?,en,What are the symptoms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
2861,2020-03-24T04:55:54.031Z,c0eddd9c-0234-485d-a798-7ad2d0c333af,en,Where is the nearest Covid19 clinic near me?,en,Where is the nearest Covid19 clinic near me,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2864,2020-03-24T10:05:18.969Z,0675412a-432a-45f7-91ee-c4b709d6740c,en,How can i test for covid-19,en,How can i test for covid 19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,test
2865,2020-03-24T06:20:51.046Z,d2781a66-0116-4206-be65-7ae29a9f3af8,en,Are there any vaccination,en,Are there any vaccination,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2868,2020-03-24T11:26:58.486Z,9c8469f3-1a06-4664-9135-6c59593ca38e,en,Is there a vaccine for covid?,en,Is there a vaccine for covid,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,treatment
2870,2020-03-24T04:55:54.037Z,c0eddd9c-0234-485d-a798-7ad2d0c333af,en,how far do we have to go in cleaning our food?,en,how far do we have to go in cleaning our food,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2871,2020-03-24T11:26:58.528Z,9c8469f3-1a06-4664-9135-6c59593ca38e,en,How does the virus spread?,en,How does the virus spread,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,transmission
2872,2020-03-24T04:13:10.808Z,81edfe0b-761b-433c-9de5-dc9692f7486f,en,Is missing the smelling one of the symptoms?,en,Is missing the smelling one of the symptoms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
2873,2020-03-24T11:50:13.028Z,a7c31ed9-2f3a-4000-9b28-0e077748a1d6,en,What are the best ways to discourage COVID-19 infection?,en,What are the best ways to discourage COVID 19 infection,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,infection
2875,2020-03-24T09:44:12.397Z,f35fb900-6834-4066-880d-e2d2156044d7,en,I have huge blood in my excreta this morning,en,I have huge blood in my excreta this morning,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,nextsteps
2876,2020-03-24T10:18:05.757Z,a2d2dc01-1d68-434a-a72f-685279ec24c9,en,How many cases,en,How many cases,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,statistics
2877,2020-03-24T09:34:12.719Z,4b6394c4-adf0-4d4a-8e76-e5d78a6787d7,en,"If I'm exposed to a person whose children still work but in Laval - an area that hasn't yet seen a case, should I be really worried?",en,If I m exposed to a person whose children still work but in Laval an area that hasn t yet seen a case should I be really worried,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2881,2020-03-24T11:26:58.684Z,9c8469f3-1a06-4664-9135-6c59593ca38e,en,Can I be assymptomatic and have covid?,en,Can I be assymptomatic and have covid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
2886,2020-03-24T02:09:59.162Z,7e2c7e4f-ee93-493e-a7bc-da75e802681a,en,Should I expect a cure if I go to a hospital?,en,Should I expect a cure if I go to a hospital,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3,lockdown
2888,2020-03-24T10:36:17.851Z,5f878f84-39f2-4a46-ac77-1eefb409f9ff,en,What is the nearest testing Center nearby?,en,What is the nearest testing Center nearby,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,test
2889,2020-03-24T06:27:00.062Z,6ef8d66e-b784-4afb-a782-24cbd1460ec8,en,Where can we get masks?,en,Where can we get masks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2890,2020-03-24T10:18:49.799Z,d83cb08e-4f32-4ffe-b79f-9a2bda5e7928,en,I’m coughing because of post-nasal drip and I travelled in the last 14 days. Could I be infected?,en,I m coughing because of post nasal drip and I travelled in the last 14 days Could I be infected,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,infection
2891,2020-03-24T02:09:59.155Z,7e2c7e4f-ee93-493e-a7bc-da75e802681a,en,Whom should I consult if I feel I am affected,en,Whom should I consult if I feel I am affected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2892,2020-03-24T11:22:50.095Z,08d7cc35-af06-4bfc-8317-b7e6be6daf1c,en,Where to go to get tested?,en,Where to go to get tested,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,test
2895,2020-03-24T04:55:54.038Z,c0eddd9c-0234-485d-a798-7ad2d0c333af,en,Can we build immunity to this virus?,en,Can we build immunity to this virus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2896,2020-03-24T10:18:49.809Z,d83cb08e-4f32-4ffe-b79f-9a2bda5e7928,en,How can I find out if I’m an asymptomatic carrier?,en,How can I find out if I m an asymptomatic carrier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
2897,2020-03-24T12:08:21.95Z,95d81462-2b73-4cad-98b2-d3aa11e68f5b,en,Can it Coronavirus be transmitted by animals?,en,Can it Coronavirus be transmitted by animals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,transmission
2902,2020-03-24T12:08:22.038Z,95d81462-2b73-4cad-98b2-d3aa11e68f5b,en,"I feel a bit of itching, could it be the coronavirus?",en,I feel a bit of itching could it be the coronavirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2903,2020-03-24T12:08:22.094Z,95d81462-2b73-4cad-98b2-d3aa11e68f5b,en,Can my dog be infected with it?,en,Can my dog be infected with it,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,infection
2905,2020-03-24T08:47:32.483Z,c2a6d564-7018-47be-b73b-a193f1df2ea8,en,Are the testing facilities safe?,en,Are the testing facilities safe,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,test
2907,2020-03-24T11:26:58.634Z,9c8469f3-1a06-4664-9135-6c59593ca38e,en,Can I visit family and friends in aged care facilities?,en,Can I visit family and friends in aged care facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2911,2020-03-24T11:26:58.593Z,9c8469f3-1a06-4664-9135-6c59593ca38e,en,Where can I go to get tested?,en,Where can I go to get tested,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,test
2913,2020-03-24T11:50:13.026Z,a7c31ed9-2f3a-4000-9b28-0e077748a1d6,en,How can I minimize the likelihood of contracting COVID-19?,en,How can I minimize the likelihood of contracting COVID 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,transmission
2916,2020-03-24T11:26:58.512Z,9c8469f3-1a06-4664-9135-6c59593ca38e,en,Where can I go to get treatment? ,en,Where can I go to get treatment,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,lockdown
2918,2020-03-24T12:27:17.448Z,5d36dc7f-1edd-4b6a-8ea7-5d65609badaf,en,How long can covid19 live in surfaces?,en,How long can covid19 live in surfaces,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,viruslife
2919,2020-03-24T11:20:52.295Z,dd37102b-4640-4256-b853-e4d19e13e8fe,en,"What are the minor symptoms that may not seem as though it is COVID-19, but in fact are?",en,What are the minor symptoms that may not seem as though it is COVID 19 but in fact are,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
2920,2020-03-24T11:04:53.766Z,9348847f-e5a0-4f20-b97f-ae835a677851,en,How long does it take for me to become infectious ?,en,How long does it take for me to become infectious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
2921,2020-03-24T10:05:18.972Z,0675412a-432a-45f7-91ee-c4b709d6740c,en,How much time it takes to show the symptoms for corona virus,en,How much time it takes to show the symptoms for corona virus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
