,timestamp_est,anonymous_id,language,question,detected_lang,text,translation,cluster,ahc_label
2461,2020-03-23T15:20:26.238Z,5bbc80f1-ddd9-4e56-a8a4-16678c4b50e9,en,combien de temps dure le virus,fr,combien de temps dure le virus,how long does the virus last ,unclassified,41.0
2462,2020-03-23T15:17:11.883Z,bfc2acca-fd47-4da0-81cc-e1b08aad290c,fr,Quel est le nombre de tests effectués au Québec en date d'aujourd'hui?,fr,quel est le nombre de tests effectues au quebec en date d aujourd hui,What is the number of tests performed in Quebec as of today? ,test,
2463,2020-03-23T15:20:26.229Z,5bbc80f1-ddd9-4e56-a8a4-16678c4b50e9,en,ou est la clinique de ma région,fr,ou est la clinique de ma region,where is the clinic in my region ,unclassified,9.0
2464,2020-03-23T16:53:39.883Z,2a10e0ce-a35a-46a4-8ce7-2b24d8078e1d,fr,Est-ce que les personnes asthmatiques sont plus à risques d'être fortement malades si elles contractent le COVID-19? ,fr,est ce que les personnes asthmatiques sont plus a risques d etre fortement malades si elles contractent le covid,Are people with asthma more at risk of being seriously ill if they contract COVID-19? ,dangerisk,
2467,2020-03-23T15:18:51.824Z,9244798c-517f-4a12-a2e7-696df62b4099,fr,Est-ce que la chine est responsable de la maladie?,fr,est ce que la chine est responsable de la maladie,Is China responsible for the disease? ,unclassified,27.0
2468,2020-03-23T15:18:43.105Z,7e9ee820-b13c-410f-8aed-d440119dc153,fr,Est-ce que je suis obligé de rester à la maison,fr,est ce que je suis oblige de rester a la maison,Do I have to stay at home ,unclassified,21.0
2469,2020-03-23T15:16:14.944Z,12abf223-923e-489d-ade0-7276847f6b4d,fr,est-ce que les quincailleries seront fermées?,fr,est ce que les quincailleries seront fermees,will the hardware stores be closed?,unclassified,30.0
2470,2020-03-23T16:01:38.806Z,baf8dad8-0403-4e92-bb7c-072222063bc2,fr,"Nous sommes actuellement au Manitoba mais avons devancé notre retour au Québec dans quelques jours, mais nous anticipons la possibilité de ne pas pouvoir traverser la frontière Ontarienne du a sa probable fermeture prochaine. Les autorités peuvent-ils nous interdire notre retour su Québec même si c'est notre lieu de résidence ? La maison que nous occupons actuellement ne sera plus libre... donc nous n'aurons plus d'endroit où rester, ce pourquoi nous devons retourner dans notre résidence au Québec. Que faire ? ",fr,nous sommes actuellement au manitoba mais avons devance notre retour au quebec dans quelques jours mais nous anticipons la possibilite de ne pas pouvoir traverser la frontiere ontarienne du a sa probable fermeture prochaine les autorites peuvent ils nous interdire notre retour su quebec meme si c est notre lieu de residence la maison que nous occupons actuellement ne sera plus libre donc nous n aurons plus d endroit ou rester ce pourquoi nous devons retourner dans notre residence au quebec que faire,"We are currently in Manitoba but have anticipated our return to Quebec in a few days, but we anticipate the possibility of not being able to cross the Ontario border due to its probable next closure. Can the authorities prohibit us from returning to Quebec even if it is our place of residence? The house we currently occupy will no longer be free ... so we will have no place to stay, which is why we must return to our residence in Quebec. What to do ? ",unclassified,16.0
2473,2020-03-23T17:40:44.647Z,45572317-484c-4c31-90b4-47f07f1fcd46,fr,J'ai mal à la gorge. Est-ce un symptôme du COVID-19?,fr,j ai mal a la gorge est ce un symptome du covid,I have a sore throat. Is this a symptom of COVID-19? ,nextsteps,
2474,2020-03-23T13:31:42.753Z,584f67fc-bead-495f-9846-7828fa81a9c7,fr,Est-ce que vous répondez aux questions?,fr,est ce que vous repondez aux questions,Do you answer questions? ,unclassified,52.0
2476,2020-03-23T14:08:28.636Z,fd9acce8-91dd-4c11-abe8-d58336434034,fr,Est-ce que je vais perdre mon emploi?,fr,est ce que je vais perdre mon emploi,Will I lose my job? ,unclassified,21.0
2477,2020-03-23T15:13:28.838Z,e34c3175-0936-4939-9492-15199ae5254b,en,Combien de mort y a-t-il à présent? ,fr,combien de mort y a t il a present,How many deaths are there now? ,unclassified,22.0
2478,2020-03-23T13:53:19.212Z,33cdb1a7-dca0-4329-b415-2f4b670ec2ee,fr,Quels sont les services essentiels?,fr,quels sont les services essentiels,What are the essential services? ,unclassified,1.0
2479,2020-03-23T12:36:15.473Z,a013e190-5919-48ec-a878-1ce328e379a4,en,Quels sont les symptomes ?,fr,quels sont les symptomes,What are the symptoms ?,symptom,
2481,2020-03-23T14:57:52.64Z,3d85996f-39ac-4187-b904-94f9aaddb197,fr,est ce que google est apple ,fr,est ce que google est apple,is google apple? ,unclassified,27.0
2482,2020-03-23T16:34:14.426Z,ce957295-2e16-4850-a7de-058d6bb8096a,fr,Est-ce que vous avez les symptômes du corona virus?,fr,est ce que vous avez les symptomes du corona virus,Do you have symptoms of corona virus? ,symptom,
2483,2020-03-23T18:03:28.78Z,da35bf80-0289-4cf0-8f9e-251c954e0912,en,Est-ce que le Purrel est efficace contre la COVID-19?,fr,est ce que le purrel est efficace contre la covid,Does Purrel work against COVID-19? ,unclassified,45.0
2484,2020-03-23T13:25:19.167Z,fc6da12b-af95-4e09-8320-9254016f5c05,en,Je dois renouveler ma carte d'assurance maladie. Est-ce que je dois encore aller faire ma photo à la SAAQ ou au CLSC?,fr,je dois renouveler ma carte d assurance maladie est ce que je dois encore aller faire ma photo a la saaq ou au clsc,I have to renew my health insurance card. Do I still have to take my photo at the SAAQ or the CLSC? ,unclassified,21.0
2485,2020-03-23T16:53:39.864Z,2a10e0ce-a35a-46a4-8ce7-2b24d8078e1d,fr,Pourquoi la SAQ reste ouverte? ,fr,pourquoi la saq reste ouverte,Why does the SAQ remain open? ,unclassified,9.0
2487,2020-03-23T14:49:34.631Z,18155d9d-7e8f-44b8-bfe1-75537af60573,fr,"Ma fille de 25 ans a mal à la gorge et un peu de diarrhée depuis 4 jours, devrait-elle se faire tester ?",fr,ma fille de ans a mal a la gorge et un peu de diarrhee depuis jours devrait elle se faire tester,"My 25 year old daughter has a sore throat and a little diarrhea for 4 days, should she get tested? ",test,
2489,2020-03-23T12:37:49.744Z,00d5a85b-b876-4555-aa86-491051ca07a5,fr,Est-ce les intoxications alimentaires sont des symptômes du coronavirus?,fr,est ce les intoxications alimentaires sont des symptomes du coronavirus,Are food poisoning symptoms of the coronavirus? ,symptom,
2490,2020-03-23T14:15:20.242Z,198dc5ba-fc0b-4ed2-991b-c36907cf2e98,fr,Doit-on désinfecter les emballages des produits achetés à l’épicerie?,fr,doit on desinfecter les emballages des produits achetes a l epicerie,Should we disinfect the packaging of products purchased at the grocery store? ,unclassified,36.0
2491,2020-03-23T16:12:25.031Z,583c0ea0-c7a3-4b76-be39-db5a4049c5b0,fr,Combien de temps pourrait durer le confinement?,fr,combien de temps pourrait durer le confinement,How long could containment last? ,isolation,
2492,2020-03-23T13:43:11.214Z,ccc78c8c-c526-4488-9802-eef4e8b0e62f,fr,Le curcuma est-il un bon moyen de se prémunir ?,fr,le curcuma est il un bon moyen de se premunir,Is turmeric a good way to protect yourself? ,unclassified,32.0
2493,2020-03-23T15:13:28.844Z,e34c3175-0936-4939-9492-15199ae5254b,en,Comment savoir si j'ai le coronavirus,fr,comment savoir si j ai le coronavirus,How do I know if I have coronavirus,nextsteps,
2495,2020-03-23T15:16:14.956Z,12abf223-923e-489d-ade0-7276847f6b4d,fr,Est-ce que le service de livraison des entreprises doit aussi être arrêté? Exemple: Amazon,fr,est ce que le service de livraison des entreprises doit aussi etre arrete exemple amazon,Does the business delivery service also need to be stopped? Example: Amazon ,unclassified,6.0
2496,2020-03-23T12:21:21.17Z,b0d51d1d-1f85-479d-834b-14595a4dccbe,en,"Bonjour, ma question porte sur la décontamination à la maison, lorsque j'arrive de l'extérieur. ",fr,bonjour ma question porte sur la decontamination a la maison lorsque j arrive de l exterieur,"Hello, my question is about decontamination at home, when I arrive from outside. ",unclassified,10.0
2497,2020-03-23T15:18:51.819Z,9244798c-517f-4a12-a2e7-696df62b4099,fr,"Je tousse, suis-je atteint?",fr,je tousse suis je atteint,"I'm coughing, am I affected? ",nextsteps,
2498,2020-03-23T16:10:35.468Z,e51ed7ba-17da-4694-8b9c-1c5e14349d05,fr,Le virus peut-il se déposer sur des vêtements ?,fr,le virus peut il se deposer sur des vetements,Can the virus get on clothes? ,unclassified,26.0
2499,2020-03-23T16:03:12.668Z,60ac1915-0b63-49b8-a9cb-531aa8b8d40f,fr,combien de temps est-ce le virus peut rester vivant sur une surface,fr,combien de temps est ce le virus peut rester vivant sur une surface,how long can the virus stay alive on a surface? ,viruslife,
2501,2020-03-23T14:49:34.66Z,18155d9d-7e8f-44b8-bfe1-75537af60573,fr,Si on a déjà un virus actif (herpès) est-ce qu'il est plus dangereux d'attraper lea Covid-19 et est-ce que le risques de complications sont plus élevés ?,fr,si on a deja un virus actif herpes est ce qu il est plus dangereux d attraper lea covid et est ce que le risques de complications sont plus eleves,If you already have an active virus (herpes) is it more dangerous to catch the Covid-19 and are the risks of complications higher ? ,dangerisk,
2504,2020-03-23T15:03:34.001Z,474f3ed5-44be-4d1b-ae00-602b44058cbb,fr,Ce quoi COVID-19,fr,ce quoi covid,What COVID-19 ,unclassified,13.0
2507,2020-03-23T15:13:28.847Z,e34c3175-0936-4939-9492-15199ae5254b,en,Comment savoir si je suis atteint du covid-19,fr,comment savoir si je suis atteint du covid,How do I know if I have covid-19 ,unclassified,39.0
2508,2020-03-23T13:41:21.075Z,e23a11b8-610c-4ce3-87bf-8ad2e03d4063,fr,Quelle distance faut-il garder des autres personnes?,fr,quelle distance faut il garder des autres personnes,How far should I keep from other people? ,unclassified,32.0
2509,2020-03-23T16:51:59.97Z,be86e8ac-ddcf-4b87-9b4f-fc48d61dfee7,fr,Quels sont les principaux symptômes du COVID-19,fr,quels sont les principaux symptomes du covid,What are the main symptoms of COVID-19 ,symptom,
2510,2020-03-23T13:53:19.231Z,33cdb1a7-dca0-4329-b415-2f4b670ec2ee,fr,Pourquoi 1 mètre,fr,pourquoi metre,Why 1 meter,unclassified,13.0
2511,2020-03-23T14:08:28.644Z,fd9acce8-91dd-4c11-abe8-d58336434034,fr,On n’a pas reçu nos résultats de tests encore.. y’arrive quoi avec nos résultats?,fr,on n a pas recu nos resultats de tests encore y arrive quoi avec nos resultats,We haven't received our test results yet .. what happens with our results? ,test,
2512,2020-03-23T14:27:32.816Z,49e1266b-0997-4cde-88c5-8e221e0d1ffe,fr,Où puis-je appeler si je présente des symptômes?,fr,ou puis je appeler si je presente des symptomes,Where can I call if I have symptoms? ,symptom,
2513,2020-03-23T15:18:51.848Z,9244798c-517f-4a12-a2e7-696df62b4099,fr,Quel est la difference entre le virus et la maladie,fr,quel est la difference entre le virus et la maladie,What is the difference between the virus and the disease ,diff,
2514,2020-03-23T12:17:29.669Z,e91ffca7-eed8-4df7-8313-931c63bdfd6c,fr,Combien de temps le virus peut survivre sur les vêtements? ,fr,combien de temps le virus peut survivre sur les vetements,How long can the virus survive on clothing? ,viruslife,
2515,2020-03-23T15:56:58.007Z,635d8e03-c315-4f6f-8d2e-1427cebac430,en,Est ce que je suis immunisé si je j'attrape le virus et j'en guéri ?,fr,est ce que je suis immunise si je j attrape le virus et j en gueri,Am I immune if I catch the virus and cure it? ,unclassified,17.0
2516,2020-03-23T15:43:17.271Z,817d4f8d-7ff4-4912-89a8-da1293a8377e,fr,Le nombre de cas à quebec ?,fr,le nombre de cas a quebec,The number of cases in quebec? ,statistics,
2517,2020-03-23T17:47:02.48Z,8b0aaff9-23cb-4bd8-840c-102e423f2704,fr,Femme enceinte ,fr,femme enceinte,Pregnant woman ,unclassified,6.0
2518,2020-03-23T12:21:21.208Z,b0d51d1d-1f85-479d-834b-14595a4dccbe,en,"Lorsque j'arrive de l'extérieur et que j'entre chez moi, est-ce que je dois toujours laver les vêtements avec du savon ? Est-ce que c'est seulement si je suis monté à bord de l'autobus, par exemple ?",fr,lorsque j arrive de l exterieur et que j entre chez moi est ce que je dois toujours laver les vetements avec du savon est ce que c est seulement si je suis monte a bord de l autobus par exemple,"When I arrive from the outside and enter my home, do I always have to wash clothes with soap? Is it only if I boarded the bus, for example? ",unclassified,8.0
2519,2020-03-23T13:43:11.21Z,ccc78c8c-c526-4488-9802-eef4e8b0e62f,fr,"Si je vois des voisins jouer ensemble, est-ce que j’appelle la police ?",fr,si je vois des voisins jouer ensemble est ce que j appelle la police,"If I see neighbors playing together, do I call the police? ",unclassified,21.0
2520,2020-03-23T12:12:53.419Z,a5b6a652-1a37-4651-ae2d-64572a0eb347,fr,Y-a-t-il des aliments à proscrire pour ne pas avoir la covid 19,fr,y a t il des aliments a proscrire pour ne pas avoir la covid,Are there foods to avoid to avoid having the covid 19,unclassified,22.0
2523,2020-03-23T14:46:46.3Z,83e8b5b3-5559-4921-8d96-d10972f38da0,fr,Est-ce que je suis à risques pour le covid-19?,fr,est ce que je suis a risques pour le covid,Am I at risk for covid-19? ,dangerisk,
2524,2020-03-23T16:34:14.437Z,ce957295-2e16-4850-a7de-058d6bb8096a,fr,Quel est votre âge ?,fr,quel est votre age,What is your age ? ,unclassified,35.0
2525,2020-03-23T12:22:45.711Z,fde61e85-69d6-4051-9443-40657444d7c1,fr,Est-ce que je peux transmettre la maladie à mon chien ? ,fr,est ce que je peux transmettre la maladie a mon chien,Can I pass the disease on to my dog? ,caution,
2527,2020-03-23T15:20:26.223Z,5bbc80f1-ddd9-4e56-a8a4-16678c4b50e9,en,Combien de temps pour un test,fr,combien de temps pour un test,How long for a test ,test,
2532,2020-03-23T13:43:11.15Z,ccc78c8c-c526-4488-9802-eef4e8b0e62f,fr,Puis-je m’manipuler mon courrier?,fr,puis je m manipuler mon courrier,Can I handle my mail? ,unclassified,3.0
2533,2020-03-23T17:41:57.381Z,59892320-b816-4c22-9909-763767f909fb,fr,Est-ce que le virus peut être contracté à nouveau après guérison?,fr,est ce que le virus peut etre contracte a nouveau apres guerison,Can the virus be contracted again after recovery? ,unclassified,24.0
2535,2020-03-23T15:18:51.853Z,9244798c-517f-4a12-a2e7-696df62b4099,fr,"J'ai de la fievre, est-ce que c'est la maladie? ",fr,j ai de la fievre est ce que c est la maladie,"I have fever, is it illness? ",nextsteps,
2536,2020-03-23T13:31:42.751Z,584f67fc-bead-495f-9846-7828fa81a9c7,fr,Quoi faire si j'ai de la fièvre?,fr,quoi faire si j ai de la fievre,What to do if I have a fever? ,nextsteps,
2537,2020-03-23T13:43:11.134Z,ccc78c8c-c526-4488-9802-eef4e8b0e62f,fr,Dois-je rester en quarantaine si j’habite avec une personne qui revient de voyage ?,fr,dois je rester en quarantaine si j habite avec une personne qui revient de voyage,Do I have to stay in quarantine if I live with someone who has just returned from a trip? ,unclassified,21.0
2538,2020-03-23T14:10:45.102Z,ab880581-e7b7-48ac-89f9-08f82b435f20,fr,Dois-je rester confiné? ,fr,dois je rester confine,Do I have to stay confined? ,isolation,
2539,2020-03-23T13:58:52.551Z,3e4ad236-b73f-4320-b462-ef994c168619,en,Peut-t-on attraper le virus dans un ascenseur,fr,peut t on attraper le virus dans un ascenseur,Can I catch the virus in an elevator ,unclassified,44.0
