question_processed,cluster
estce que des vols sont encore possibles entre montréal et paris,unclassified
estce que des écoulements nasaux sont considére,unclassified
estce que il faut que je lave mes vêtements après que je sois sorti dehors,unclassified
estce que j epeux aller en voyage à romouski,unclassified
estce que jaurai une amende si je quitte mon domicile,unclassified
estce que je devrais dormir dans une chambre différente que celle dans laquelle mon conjoint dort,unclassified
estce que je devrais laver tous les emballages des aliments que jachète lorsque je reviens de lépicerie pour éviter la transmission,unclassified
estce que je devrais porter un,unclassified
estce que je devrais travailler de la maison,unclassified
estce que je dois aller à lhopital,unclassified
estce que je dois faire quelque chose avec lépicerie ou les commandes de resto pour les désinfecter ,unclassified
estce que je dois interdire laccès à mon domicile aux infirmières du clsc ,unclassified
estce que je dois laver mon manteau dhiver et mes mitaines ,unclassified
estce que je dois laver tout ce qui revient de lépicerie,unclassified
estce que je dois me méfier des objets en tablette dépicerie  si quelquun a toussé dessus estce que le virus reste là,unclassified
estce que je dois obligatoirement fermer mon entreprise,unclassified
estce que je pourrai aller en voyage cet automne,unclassified
estce que je pourrai voyager bientôt,unclassified
estce que je risque de mourir,unclassified
estce que je serai interné si je suis diagnostiqué positive,unclassified
estce que je suis atteint du covid,unclassified
estce que je suis belle ,unclassified
estce que je suis immunisé pour longtemps après avoir été infecté et avoir guéri,unclassified
estce que je suis obligé de rester à la maison,unclassified
estce que je suis à risques pour le covid19,unclassified
estce que je vais attraper le virus,unclassified
estce que je vais manquer de lécole,unclassified
estce que je vais perdre mon emploi,unclassified
estce que je vais être malade,unclassified
estce que la c,unclassified
estce que la chaîne dapprovisionnement alimentaire est assez solide et a assez de capacité pour nous soutenir pendant cette crise,unclassified
estce que la chine est responsable de la maladie,unclassified
estce que la covid 19 est mortelle,unclassified
estce que la covid19 est dangereuse pour les enfants,unclassified
estce que la covid19 est immunisante une fois guéri estce que je ne suis plus un vecteur de propagation,unclassified
estce que la covid19 est moins pire que la covid20 ou la coplein19,unclassified
estce que la covid19 va devenir comme linfluenza un virus qui va circuler selon certaines saisons ,unclassified
estce que la covid19 vient également avec de lécoulement nasal,unclassified
estce que la cuisson tue le virus,unclassified
estce que la fermeture des écoles va durer plus longtemps ,unclassified
estce que la javel est efficace contre le virus ou le savon à vaisselle est il mieux pour laver ce quon ramène de lépicerie,unclassified
estce que la livraison dépicerie est vraiment meilleure que dy aller soit même ne mettonsnous pas les livreurs en danger,unclassified
estce que la poste que je reçcois est dangereuse ,unclassified
estce que la proposition de serge godin de cgi est accepté ,unclassified
estce que la quarantaine est obligatoire,unclassified
estce que la quarantaine peut durer jusquà léré,unclassified
estce que la saq est ouverte ,unclassified
estce que la situation va empirer au québec,unclassified
estce que la suspension des réseaux scolaires va retarder mon entrer à luniversité ,unclassified
estce que la tempêrature affecte le temps de survit du virus sur les surfaces,unclassified
estce que la transmission communautaire est débuté,unclassified
estce que lalcool à friction peut remplacer les gels de type purel,unclassified
estce que le corona virus peut etre transmis par le service a lauto sur les sacs etou tasse de café ,unclassified
estce que le coronavirus est mortel  ,unclassified
estce que le coronavirus est un nouvau virus,unclassified
estce que le coronavirus est un virus à enveloppe,unclassified
estce que le coronavirus peut demeurer en suspension dans les airs,unclassified
estce que le coronavirus peut se transmettre par le sex,unclassified
estce que le coronavirus peut être dangereux pour les gens de 35 ans ,unclassified
estce que le coronavirus survie au froid,unclassified
estce que le covid 19 qui semble etre comparer a une pneumonie,unclassified
estce que le covid est tué par le purrel,unclassified
estce que le covid sattrape plus dune fois,unclassified
estce que le covid survit sur les vêtements ,unclassified
estce que le covid19 a des répercussions permanentes et irréversibles dans tous les cas ,unclassified
estce que le covid19 est une maladie,unclassified
estce que le covid19 et le coronavirus sont la même chose,unclassified
estce que le covid19 peut vivre sur des objets ,unclassified
estce que le covid19 se transmet par la salive,unclassified
estce que le covid19 survit dans le froid,unclassified
estce que le covis19 est contagueux ,unclassified
estce que le cycle vapeur dune sécheuse à vapeur peut tuer le corona virus,unclassified
estce que le fait de fumer place dans une catégorie plus à risque si on contracte le virus ,unclassified
estce que le fait dexposer un objet potentiellement infecté si froid le rend dans risque,unclassified
estce que le gouvernement compte fermer laccès aux villes telles que montréal,unclassified
estce que le groupe sanguin a une importance dans la vulnérabilité ou la résistance au virus covid19 ,unclassified
estce que le groupe sanguin a une influence sur la capacité du virus à contaminer une personne ,unclassified
estce que le lavage régulier permet déliminer le virus,unclassified
estce que le printemps réduira la transmission,unclassified
estce que le purrel est efficace contre la covid19,unclassified
estce que le québec a assez de lits ,unclassified
estce que le savon détruit le virus,unclassified
estce que le savon liquide est mieux que le savon en pain pour se prémunir,unclassified
estce que le savon peut garder le virus de la covid19 en surface,unclassified
estce que le service de livraison des entreprises doit aussi être arrêté exemple amazon,unclassified
estce que le stade olympique sera utilisé afin de traiter le covid19 ,unclassified
estce que le tylenol est correct,unclassified
estce que le virsu se transmet par voie aérienne,unclassified
estce que le virus donne mal au ventre ,unclassified
estce que le virus est plus facile à attraper que le rhume ordinaire,unclassified
estce que le virus est rouge ,unclassified
estce que le virus meurt au froid  par exemple laisser les vêtements dehors à 10,unclassified
estce que le virus parle français,unclassified
estce que le virus peut rester sur ma carte bancaire quand je lutilise à lépicerie,unclassified
estce que le virus peut se propager dans lair ,unclassified
estce que le virus peut se transmettre dans lair,unclassified
estce que le virus peut survivre sur les objets et les emballages à lépicerie,unclassified
estce que le virus peut être contracté à nouveau après guérison,unclassified
estce que le virus peut être transmis via leau,unclassified
estce que le virus résiste au froid de lhiver du québec,unclassified
estce que le virus sattrape par la peau,unclassified
estce que le virus se transmet dans lair,unclassified
estce que le virus se transmet dans lair ,unclassified
estce que le virus se transmet sexuellement,unclassified
estce que le virus survie au frigo ,unclassified
estce que le virus survit au froid,unclassified
estce que le virus survit sur les vetements,unclassified
estce que le virus vit sur des fruits et légumes crus ,unclassified
estce que leau potable peu contenir le virus,unclassified
